iter	RMSE
496	24.20333979
497	24.201475
498	24.19903591
499	24.19607055
500	24.19269567
501	24.1879792
502	24.18538419
503	24.18107269
504	24.17619951
505	24.17346115
506	24.16996884
507	24.16712645
508	24.16355905
509	24.15996922
510	24.15340059
511	24.15037769
512	24.14672994
513	24.14233906
514	24.14051503
515	24.13719681
516	24.13231012
517	24.13039458
518	24.12870463
519	24.12593338
520	24.123599
521	24.12129472
522	24.11746352
523	24.11515833
524	24.11211553
525	24.10891576
526	24.10762353
527	24.10383461
528	24.10189072
529	24.09867977
530	24.09503645
531	24.09274761
532	24.08998367
533	24.08593683
534	24.08076419
535	24.07806448
536	24.07372328
537	24.07054804
538	24.06808703
539	24.06308248
540	24.05711686
541	24.05512077
542	24.05160337
543	24.04770216
544	24.04446164
545	24.04241244
546	24.04036887
547	24.03776612
548	24.03455562
549	24.02956646
550	24.02820898
551	24.02350435
552	24.02212056
553	24.01894193
554	24.01671528
555	24.01434954
556	24.01192024
557	24.00950296
558	24.00530542
559	24.00222084
560	23.99612948
561	23.99185525
562	23.98954491
563	23.98563929
564	23.98195967
565	23.98004047
566	23.97675917
567	23.97156868
568	23.96949507
569	23.96339192
570	23.96067903
571	23.95666418
572	23.95038184
573	23.94697048
574	23.94384037
575	23.93980369
576	23.93756339
577	23.93582418
578	23.9317844
579	23.9282064
580	23.92403977
581	23.92049921
582	23.91679791
583	23.91188265
584	23.90989518
585	23.90695455
586	23.901733
587	23.89546922
588	23.89010587
589	23.88684654
590	23.88142176
591	23.87871757
592	23.8752237
593	23.87104167
594	23.86813936
595	23.8653511
596	23.86299451
597	23.86163991
598	23.85936461
599	23.85613421
600	23.85335619
601	23.84952032
602	23.84400433
603	23.84075848
604	23.83541563
605	23.83084435
606	23.8285475
607	23.82604658
608	23.82196144
609	23.81956498
610	23.81400369
611	23.81106444
612	23.80715518
613	23.80539613
614	23.80201255
615	23.79891709
616	23.79338476
617	23.79034581
618	23.78845696
619	23.7859356
620	23.78291466
621	23.7780358
622	23.77467308
623	23.76886998
624	23.76610007
625	23.76288118
626	23.76113898
627	23.75837237
628	23.75557469
629	23.75304768
630	23.75113178
631	23.74884993
632	23.74680999
633	23.74072102
634	23.73881071
635	23.73473213
636	23.73254688
637	23.72882927
638	23.72632384
639	23.72405558
640	23.7192908
641	23.71737918
642	23.71159573
643	23.70864276
644	23.70544813
645	23.69980489
646	23.69407434
647	23.69183763
648	23.68838848
649	23.68289109
650	23.6801855
651	23.67803913
652	23.67458588
653	23.67224954
654	23.67020942
655	23.66549793
656	23.66202462
657	23.65908499
658	23.65723988
659	23.65366835
660	23.65052492
661	23.6459062
662	23.64180179
663	23.63878716
664	23.63629247
665	23.6341665
666	23.63147724
667	23.62796094
668	23.62334646
669	23.61813151
670	23.61524284
671	23.61346669
672	23.61012295
673	23.60549901
674	23.60144656
675	23.59948011
676	23.59244157
677	23.58920975
678	23.58593285
679	23.5824064
680	23.58135943
681	23.57726054
682	23.57465545
683	23.57227509
684	23.57024809
685	23.56581638
686	23.55963639
687	23.55576955
688	23.55007687
689	23.54526842
690	23.54073916
691	23.53825078
692	23.53515105
693	23.53237509
694	23.52964824
695	23.5281418
696	23.52682039
697	23.524321
698	23.5194861
699	23.51697568
700	23.51460035
701	23.51255375
702	23.51055514
703	23.50952459
704	23.50685957
705	23.5057165
706	23.50242733
707	23.49987418
708	23.49591557
709	23.49342574
710	23.49203799
711	23.48754918
712	23.48571408
713	23.48146758
714	23.47930068
715	23.47704001
716	23.47461296
717	23.4712397
718	23.46917305
719	23.4681151
720	23.46592913
721	23.46308036
722	23.45850984
723	23.45457332
724	23.45103245
725	23.44909871
726	23.44662444
727	23.44289032
728	23.44147455
729	23.43758959
730	23.43441083
731	23.43176993
732	23.42736004
733	23.42530755
734	23.42331149
735	23.42228508
736	23.4195407
737	23.41442207
738	23.41293509
739	23.40934761
740	23.4054788
741	23.40058577
742	23.39450996
743	23.3927088
744	23.38798903
745	23.38579998
746	23.3844228
747	23.38143655
748	23.37861483
749	23.37507912
750	23.37189892
751	23.36976708
752	23.36516303
753	23.35983217
754	23.35614034
755	23.35465337
756	23.35340245
757	23.34988385
758	23.34606845
759	23.34100927
760	23.33831497
761	23.33626764
762	23.33323952
763	23.32850878
764	23.32564438
765	23.32129722
766	23.3182333
767	23.31284785
768	23.31064368
769	23.30452923
770	23.30186475
771	23.30047721
772	23.29919874
773	23.29557589
774	23.29192028
775	23.28725522
776	23.28234997
777	23.27938259
778	23.27521065
779	23.27204339
780	23.26736323
781	23.26536702
782	23.26044013
783	23.25518971
784	23.25311779
785	23.24738674
786	23.2449886
787	23.23991676
788	23.23725053
789	23.23266689
790	23.22923498
791	23.22627976
792	23.2223819
793	23.2209393
794	23.21751172
795	23.21298583
796	23.21115067
797	23.20950505
798	23.20551214
799	23.20299955
800	23.20067009
801	23.19750282
802	23.19237211
803	23.19064148
804	23.18770721
805	23.18581191
806	23.18228351
807	23.17811492
808	23.17436304
809	23.17062965
810	23.16608443
811	23.16326277
812	23.16000012
813	23.15691324
814	23.15399551
815	23.15164536
816	23.14851471
817	23.14599084
818	23.14206986
819	23.13829488
820	23.13517669
821	23.13130062
822	23.12958885
823	23.12491326
824	23.12275341
825	23.12015741
826	23.11504129
827	23.113433
828	23.10949839
829	23.10750397
830	23.10417431
831	23.10322821
832	23.09863531
833	23.09371139
834	23.0919878
835	23.08738249
836	23.08384711
837	23.07847074
838	23.07509118
839	23.07263973
840	23.07088009
841	23.06812304
842	23.06638696
843	23.06278723
844	23.06054719
845	23.05812208
846	23.05474716
847	23.05217788
848	23.05091095
849	23.04863376
850	23.04589073
851	23.04357601
852	23.04020773
853	23.03783041
854	23.03396751
855	23.0306416
856	23.02716789
857	23.02434395
858	23.01952014
859	23.01731311
860	23.01413214
861	23.01193806
862	23.00733707
863	23.00455741
864	23.00226119
865	22.99830509
866	22.99323956
867	22.99012282
868	22.9875347
869	22.98300319
870	22.97817623
871	22.97439087
872	22.97164516
873	22.96957062
874	22.96783718
875	22.9656394
876	22.96300088
877	22.95935496
878	22.95674713
879	22.95296971
880	22.95010151
881	22.94815823
882	22.94499143
883	22.94268793
884	22.93873369
885	22.93324542
886	22.93094426
887	22.92695773
888	22.92443441
889	22.92014391
890	22.91820355
891	22.91566071
892	22.91258465
893	22.90871963
894	22.90648599
895	22.90299831
896	22.89981002
897	22.89763863
898	22.89432617
899	22.89162676
900	22.88862468
901	22.88545073
902	22.88349586
903	22.88103227
904	22.87839886
905	22.8753537
906	22.87334541
907	22.87066773
908	22.8668836
909	22.86389324
910	22.85883958
911	22.85657364
912	22.8541504
913	22.85126592
914	22.84556029
915	22.84386485
916	22.84141694
917	22.83784993
918	22.83510802
919	22.83192478
920	22.82932525
921	22.82690226
922	22.82536846
923	22.82278896
924	22.82136868
925	22.81993816
926	22.81662822
927	22.81411499
928	22.81187529
929	22.80811901
930	22.80638218
931	22.80433275
932	22.80078466
933	22.7953158
934	22.79242816
935	22.79029134
936	22.78802083
937	22.78506093
938	22.78290663
939	22.7800975
940	22.77729662
941	22.77265759
942	22.77092723
943	22.76699875
944	22.76461047
945	22.7616974
946	22.75912233
947	22.7542877
948	22.75038138
949	22.74746226
950	22.74383012
951	22.74317936
952	22.73879583
953	22.73657768
954	22.7341066
955	22.7311843
956	22.72837997
957	22.72666405
958	22.72368294
959	22.72021332
960	22.71850825
961	22.71613313
962	22.7131888
963	22.71042897
964	22.70794581
965	22.70514892
966	22.70307505
967	22.70074305
968	22.69815371
969	22.69499278
970	22.69298349
971	22.69009449
972	22.68724626
973	22.68511691
974	22.6816946
975	22.67840141
976	22.67397873
977	22.67203581
978	22.67063447
979	22.66849334
980	22.66640854
981	22.66283738
982	22.65962032
983	22.65702279
984	22.65435307
985	22.65132152
986	22.64683124
987	22.64483989
988	22.64271993
989	22.64050156
990	22.63826662
991	22.63518261
992	22.63304065
993	22.63065076
994	22.62780964
995	22.62472669
996	22.62103563
997	22.61800632
998	22.61447784
999	22.61284132
